pair_id,card_a,card_b,ground_truth,prediction,correct,adherence_score,order_score,combined_score,response_len,has_card_description,has_order_of_events,has_synergy_analysis,has_conclusion,has_final_score
Reckless Charge|Iron Wave,Reckless Charge,Iron Wave,0,-1,0,1.0,1.0,1.0,1402,1,1,1,1,1
Reckless Charge|Sever Soul,Reckless Charge,Sever Soul,0,-1,0,1.0,1.0,1.0,1608,1,1,1,1,1
Reckless Charge|Anger,Reckless Charge,Anger,0,-1,0,1.0,1.0,1.0,1571,1,1,1,1,1
Reckless Charge|Sword Boomerang,Reckless Charge,Sword Boomerang,0,-1,0,1.0,1.0,1.0,1459,1,1,1,1,1
Reckless Charge|Ghostly Armor,Reckless Charge,Ghostly Armor,0,0,1,1.0,1.0,1.0,1406,1,1,1,1,1
Reckless Charge|Clothesline,Reckless Charge,Clothesline,0,0,1,1.0,1.0,1.0,1605,1,1,1,1,1
Reckless Charge|Limit Break,Reckless Charge,Limit Break,0,0,1,1.0,1.0,1.0,1576,1,1,1,1,1
Reckless Charge|Clash,Reckless Charge,Clash,-1,-1,1,1.0,1.0,1.0,1781,1,1,1,1,1
Reckless Charge|Fire Breathing,Reckless Charge,Fire Breathing,1,1,1,1.0,1.0,1.0,1246,1,1,1,1,1
Reckless Charge|Fiend Fire,Reckless Charge,Fiend Fire,1,1,1,1.0,1.0,1.0,1555,1,1,1,1,1
Reckless Charge|Shockwave,Reckless Charge,Shockwave,0,0,1,1.0,1.0,1.0,1711,1,1,1,1,1
Reckless Charge|Rage,Reckless Charge,Rage,0,1,0,1.0,1.0,1.0,1201,1,1,1,1,1
Reckless Charge|Offering,Reckless Charge,Offering,0,0,1,1.0,1.0,1.0,1612,1,1,1,1,1
Reckless Charge|Pommel Strike,Reckless Charge,Pommel Strike,0,-1,0,1.0,1.0,1.0,1615,1,1,1,1,1
Reckless Charge|Carnage,Reckless Charge,Carnage,0,-1,0,1.0,1.0,1.0,1834,1,1,1,1,1
Reckless Charge|Inflame,Reckless Charge,Inflame,0,0,1,1.0,1.0,1.0,1258,1,1,1,1,1
Reckless Charge|Burning Pact,Reckless Charge,Burning Pact,1,0,0,1.0,1.0,1.0,1309,1,1,1,1,1
Reckless Charge|Reckless Charge,Reckless Charge,Reckless Charge,0,-1,0,1.0,1.0,1.0,1442,1,1,1,1,1
Reckless Charge|Blood for Blood,Reckless Charge,Blood for Blood,0,-1,0,1.0,1.0,1.0,1525,1,1,1,1,1
Reckless Charge|Metallicize,Reckless Charge,Metallicize,0,-1,0,1.0,1.0,1.0,1580,1,1,1,1,1
Reckless Charge|Feed,Reckless Charge,Feed,0,1,0,1.0,1.0,1.0,1344,1,1,1,1,1
Reckless Charge|Uppercut,Reckless Charge,Uppercut,0,0,1,1.0,1.0,1.0,1366,1,1,1,1,1
Reckless Charge|Headbutt,Reckless Charge,Headbutt,0,0,1,1.0,1.0,1.0,1736,1,1,1,1,1
Reckless Charge|Dual Wield,Reckless Charge,Dual Wield,0,-1,0,1.0,1.0,1.0,1677,1,1,1,1,1
Reckless Charge|Impervious,Reckless Charge,Impervious,0,0,1,1.0,1.0,1.0,1449,1,1,1,1,1
Reckless Charge|Barricade,Reckless Charge,Barricade,0,0,1,1.0,1.0,1.0,1433,1,1,1,1,1
Reckless Charge|Double Tap,Reckless Charge,Double Tap,0,0,1,1.0,1.0,1.0,1303,1,1,1,1,1
Reckless Charge|Flame Barrier,Reckless Charge,Flame Barrier,0,0,1,1.0,1.0,1.0,1580,1,1,1,1,1
Reckless Charge|Dark Embrace,Reckless Charge,Dark Embrace,1,0,0,1.0,1.0,1.0,1426,1,1,1,1,1
Reckless Charge|Defend,Reckless Charge,Defend,0,0,1,1.0,1.0,1.0,1189,1,1,1,1,1
Reckless Charge|Seeing Red,Reckless Charge,Seeing Red,-1,0,0,1.0,1.0,1.0,1445,1,1,1,1,1
Reckless Charge|Warcry,Reckless Charge,Warcry,0,-1,0,1.0,1.0,1.0,1537,1,1,1,1,1
Reckless Charge|Strike,Reckless Charge,Strike,0,-1,0,1.0,1.0,1.0,1388,1,1,1,1,1
Reckless Charge|Battle Trance,Reckless Charge,Battle Trance,0,-1,0,1.0,1.0,1.0,1393,1,1,1,1,1
Reckless Charge|Twin Strike,Reckless Charge,Twin Strike,0,1,0,1.0,1.0,1.0,1545,1,1,1,1,1
Reckless Charge|Berserk,Reckless Charge,Berserk,-1,-1,1,1.0,1.0,1.0,1617,1,1,1,1,1
Reckless Charge|Juggernaut,Reckless Charge,Juggernaut,0,0,1,1.0,1.0,1.0,1533,1,1,1,1,1
Reckless Charge|Perfected Strike,Reckless Charge,Perfected Strike,0,1,0,1.0,1.0,1.0,1591,1,1,1,1,1
Reckless Charge|Second Wind,Reckless Charge,Second Wind,1,0,0,1.0,1.0,1.0,1448,1,1,1,1,1
Blood for Blood|Armaments,Blood for Blood,Armaments,0,0,1,1.0,1.0,1.0,1307,1,1,1,1,1
Blood for Blood|Corruption,Blood for Blood,Corruption,0,0,1,1.0,1.0,1.0,1321,1,1,1,1,1
Blood for Blood|Havoc,Blood for Blood,Havoc,0,0,1,1.0,1.0,1.0,1514,1,1,1,1,1
Blood for Blood|Bash,Blood for Blood,Bash,0,0,1,1.0,1.0,1.0,1409,1,1,1,1,1
Blood for Blood|Feel No Pain,Blood for Blood,Feel No Pain,0,0,1,1.0,1.0,1.0,1381,1,1,1,1,1
Blood for Blood|Bludgeon,Blood for Blood,Bludgeon,0,0,1,1.0,1.0,1.0,1483,1,1,1,1,1
Blood for Blood|Combust,Blood for Blood,Combust,0,0,1,1.0,1.0,1.0,1529,1,1,1,1,1
Blood for Blood|Heavy Blade,Blood for Blood,Heavy Blade,0,1,0,1.0,1.0,1.0,1550,1,1,1,1,1
Blood for Blood|Immolate,Blood for Blood,Immolate,0,0,1,1.0,1.0,1.0,1553,1,1,1,1,1
Blood for Blood|Demon Form,Blood for Blood,Demon Form,0,0,1,1.0,1.0,1.0,1231,1,1,1,1,1
Blood for Blood|Evolve,Blood for Blood,Evolve,0,0,1,1.0,1.0,1.0,1324,1,1,1,1,1
Blood for Blood|Intimidate,Blood for Blood,Intimidate,0,0,1,1.0,1.0,1.0,1527,1,1,1,1,1
Blood for Blood|Rupture,Blood for Blood,Rupture,0,0,1,1.0,1.0,1.0,1367,1,1,1,1,1
Blood for Blood|Thunderclap,Blood for Blood,Thunderclap,0,0,1,1.0,1.0,1.0,1299,1,1,1,1,1
Blood for Blood|Flex,Blood for Blood,Flex,0,0,1,1.0,1.0,1.0,1476,1,1,1,1,1
Blood for Blood|Wild Strike,Blood for Blood,Wild Strike,0,0,1,1.0,1.0,1.0,1303,1,1,1,1,1
Blood for Blood|Body Slam,Blood for Blood,Body Slam,0,0,1,1.0,1.0,1.0,1493,1,1,1,1,1
Blood for Blood|Entrench,Blood for Blood,Entrench,0,0,1,1.0,1.0,1.0,1260,1,1,1,1,1
Blood for Blood|Spot Weakness,Blood for Blood,Spot Weakness,0,0,1,1.0,1.0,1.0,1357,1,1,1,1,1
Blood for Blood|Exhume,Blood for Blood,Exhume,0,0,1,1.0,1.0,1.0,1498,1,1,1,1,1
Blood for Blood|Hemokinesis,Blood for Blood,Hemokinesis,0,0,1,1.0,1.0,1.0,1565,1,1,1,1,1
Blood for Blood|Infernal Blade,Blood for Blood,Infernal Blade,0,1,0,1.0,1.0,1.0,1641,1,1,1,1,1
Blood for Blood|Shrug it Off,Blood for Blood,Shrug it Off,0,0,1,1.0,1.0,1.0,1190,1,1,1,1,1
Blood for Blood|Power Through,Blood for Blood,Power Through,0,0,1,1.0,1.0,1.0,1441,1,1,1,1,1
Blood for Blood|Pummel,Blood for Blood,Pummel,0,0,1,1.0,1.0,1.0,1202,1,1,1,1,1
Blood for Blood|Disarm,Blood for Blood,Disarm,0,0,1,1.0,1.0,1.0,1477,1,1,1,1,1
Blood for Blood|Cleave,Blood for Blood,Cleave,0,0,1,1.0,1.0,1.0,1621,1,1,1,1,1
Blood for Blood|Whirlwind,Blood for Blood,Whirlwind,0,0,1,1.0,1.0,1.0,1473,1,1,1,1,1
Blood for Blood|Rampage,Blood for Blood,Rampage,0,0,1,1.0,1.0,1.0,1519,1,1,1,1,1
Blood for Blood|Dropkick,Blood for Blood,Dropkick,0,1,0,1.0,1.0,1.0,1531,1,1,1,1,1
Blood for Blood|Sentinel,Blood for Blood,Sentinel,0,1,0,1.0,1.0,1.0,1232,1,1,1,1,1
Blood for Blood|Searing Blow,Blood for Blood,Searing Blow,0,0,1,1.0,1.0,1.0,1503,1,1,1,1,1
Blood for Blood|True Grit,Blood for Blood,True Grit,0,0,1,1.0,1.0,1.0,1070,1,1,1,1,1
Blood for Blood|Brutality,Blood for Blood,Brutality,0,0,1,1.0,1.0,1.0,1479,1,1,1,1,1
Blood for Blood|Bloodletting,Blood for Blood,Bloodletting,0,0,1,1.0,1.0,1.0,1296,1,1,1,1,1
Blood for Blood|Reaper,Blood for Blood,Reaper,0,1,0,1.0,1.0,1.0,1521,1,1,1,1,1
Blood for Blood|Iron Wave,Blood for Blood,Iron Wave,0,0,1,1.0,1.0,1.0,1335,1,1,1,1,1
Blood for Blood|Sever Soul,Blood for Blood,Sever Soul,0,0,1,1.0,1.0,1.0,1440,1,1,1,1,1
Blood for Blood|Anger,Blood for Blood,Anger,0,1,0,1.0,1.0,1.0,1486,1,1,1,1,1
Blood for Blood|Sword Boomerang,Blood for Blood,Sword Boomerang,0,0,1,1.0,1.0,1.0,1301,1,1,1,1,1
Blood for Blood|Ghostly Armor,Blood for Blood,Ghostly Armor,0,0,1,1.0,1.0,1.0,1130,1,1,1,1,1
Blood for Blood|Clothesline,Blood for Blood,Clothesline,0,0,1,1.0,1.0,1.0,1268,1,1,1,1,1
Blood for Blood|Limit Break,Blood for Blood,Limit Break,0,0,1,1.0,1.0,1.0,1247,1,1,1,1,1
Blood for Blood|Clash,Blood for Blood,Clash,0,1,0,1.0,1.0,1.0,1517,1,1,1,1,1
Blood for Blood|Fire Breathing,Blood for Blood,Fire Breathing,0,0,1,1.0,1.0,1.0,1631,1,1,1,1,1
Blood for Blood|Fiend Fire,Blood for Blood,Fiend Fire,0,1,0,1.0,1.0,1.0,1830,1,1,1,1,1
Blood for Blood|Shockwave,Blood for Blood,Shockwave,0,0,1,1.0,1.0,1.0,1402,1,1,1,1,1
Blood for Blood|Rage,Blood for Blood,Rage,0,0,1,1.0,1.0,1.0,1286,1,1,1,1,1
Blood for Blood|Offering,Blood for Blood,Offering,0,0,1,1.0,1.0,1.0,1515,1,1,1,1,1
Blood for Blood|Pommel Strike,Blood for Blood,Pommel Strike,0,0,1,1.0,1.0,1.0,1540,1,1,1,1,1
Blood for Blood|Carnage,Blood for Blood,Carnage,0,0,1,1.0,1.0,1.0,1552,1,1,1,1,1
Blood for Blood|Inflame,Blood for Blood,Inflame,0,0,1,1.0,1.0,1.0,1292,1,1,1,1,1
Blood for Blood|Burning Pact,Blood for Blood,Burning Pact,0,0,1,1.0,1.0,1.0,1301,1,1,1,1,1
Blood for Blood|Reckless Charge,Blood for Blood,Reckless Charge,0,-1,0,1.0,1.0,1.0,1674,1,1,1,1,1
Blood for Blood|Blood for Blood,Blood for Blood,Blood for Blood,0,1,0,1.0,1.0,1.0,1543,1,1,1,1,1
Blood for Blood|Metallicize,Blood for Blood,Metallicize,0,0,1,1.0,1.0,1.0,1514,1,1,1,1,1
Blood for Blood|Feed,Blood for Blood,Feed,0,0,1,1.0,1.0,1.0,1466,1,1,1,1,1
Blood for Blood|Uppercut,Blood for Blood,Uppercut,0,0,1,1.0,1.0,1.0,1568,1,1,1,1,1
Blood for Blood|Headbutt,Blood for Blood,Headbutt,0,0,1,1.0,1.0,1.0,1487,1,1,1,1,1
Blood for Blood|Dual Wield,Blood for Blood,Dual Wield,0,1,0,1.0,1.0,1.0,1420,1,1,1,1,1
Blood for Blood|Impervious,Blood for Blood,Impervious,0,0,1,1.0,1.0,1.0,1352,1,1,1,1,1
Blood for Blood|Barricade,Blood for Blood,Barricade,0,0,1,1.0,1.0,1.0,1476,1,1,1,1,1
Blood for Blood|Double Tap,Blood for Blood,Double Tap,0,0,1,1.0,1.0,1.0,1445,1,1,1,1,1
Blood for Blood|Flame Barrier,Blood for Blood,Flame Barrier,0,0,1,1.0,1.0,1.0,1343,1,1,1,1,1
Blood for Blood|Dark Embrace,Blood for Blood,Dark Embrace,0,0,1,1.0,1.0,1.0,1218,1,1,1,1,1
Blood for Blood|Defend,Blood for Blood,Defend,0,0,1,1.0,1.0,1.0,1386,1,1,1,1,1
Blood for Blood|Seeing Red,Blood for Blood,Seeing Red,0,0,1,1.0,1.0,1.0,1260,1,1,1,1,1
Blood for Blood|Warcry,Blood for Blood,Warcry,0,0,1,1.0,1.0,1.0,1720,1,1,1,1,1
Blood for Blood|Strike,Blood for Blood,Strike,0,0,1,1.0,1.0,1.0,1376,1,1,1,1,1
Blood for Blood|Battle Trance,Blood for Blood,Battle Trance,0,6,0,0.4,1.0,0.58,523,1,1,0,0,0
Blood for Blood|Twin Strike,Blood for Blood,Twin Strike,0,0,1,1.0,1.0,1.0,1217,1,1,1,1,1
Blood for Blood|Berserk,Blood for Blood,Berserk,0,-1,0,1.0,1.0,1.0,1509,1,1,1,1,1
Blood for Blood|Juggernaut,Blood for Blood,Juggernaut,0,0,1,1.0,1.0,1.0,1243,1,1,1,1,1
Blood for Blood|Perfected Strike,Blood for Blood,Perfected Strike,0,0,1,1.0,1.0,1.0,1473,1,1,1,1,1
Blood for Blood|Second Wind,Blood for Blood,Second Wind,0,0,1,1.0,1.0,1.0,1349,1,1,1,1,1
Metallicize|Armaments,Metallicize,Armaments,0,0,1,1.0,1.0,1.0,1620,1,1,1,1,1
Metallicize|Corruption,Metallicize,Corruption,0,0,1,1.0,1.0,1.0,1429,1,1,1,1,1
Metallicize|Havoc,Metallicize,Havoc,0,0,1,1.0,1.0,1.0,1445,1,1,1,1,1
Metallicize|Bash,Metallicize,Bash,0,0,1,1.0,1.0,1.0,1297,1,1,1,1,1
Metallicize|Feel No Pain,Metallicize,Feel No Pain,0,0,1,1.0,1.0,1.0,1381,1,1,1,1,1
Metallicize|Bludgeon,Metallicize,Bludgeon,0,0,1,1.0,1.0,1.0,1086,1,1,1,1,1
Metallicize|Combust,Metallicize,Combust,0,1,0,1.0,1.0,1.0,1359,1,1,1,1,1
Metallicize|Heavy Blade,Metallicize,Heavy Blade,0,0,1,1.0,1.0,1.0,1490,1,1,1,1,1
Metallicize|Immolate,Metallicize,Immolate,0,0,1,1.0,1.0,1.0,1244,1,1,1,1,1
Metallicize|Demon Form,Metallicize,Demon Form,0,0,1,1.0,1.0,1.0,1170,1,1,1,1,1
Metallicize|Evolve,Metallicize,Evolve,0,0,1,1.0,1.0,1.0,1354,1,1,1,1,1
Metallicize|Intimidate,Metallicize,Intimidate,0,0,1,1.0,1.0,1.0,1136,1,1,1,1,1
Metallicize|Rupture,Metallicize,Rupture,0,0,1,1.0,1.0,1.0,1351,1,1,1,1,1
Metallicize|Thunderclap,Metallicize,Thunderclap,0,0,1,1.0,1.0,1.0,1276,1,1,1,1,1
Metallicize|Flex,Metallicize,Flex,0,0,1,1.0,1.0,1.0,1243,1,1,1,1,1
Metallicize|Wild Strike,Metallicize,Wild Strike,0,0,1,1.0,1.0,1.0,1292,1,1,1,1,1
Metallicize|Body Slam,Metallicize,Body Slam,1,0,0,1.0,1.0,1.0,1040,1,1,1,1,1
Metallicize|Entrench,Metallicize,Entrench,1,0,0,1.0,1.0,1.0,1115,1,1,1,1,1
Metallicize|Spot Weakness,Metallicize,Spot Weakness,0,0,1,1.0,1.0,1.0,1274,1,1,1,1,1
Metallicize|Exhume,Metallicize,Exhume,0,0,1,1.0,1.0,1.0,1306,1,1,1,1,1
Metallicize|Hemokinesis,Metallicize,Hemokinesis,0,1,0,1.0,1.0,1.0,1442,1,1,1,1,1
Metallicize|Infernal Blade,Metallicize,Infernal Blade,0,1,0,1.0,1.0,1.0,1250,1,1,1,1,1
Metallicize|Shrug it Off,Metallicize,Shrug it Off,0,1,0,1.0,1.0,1.0,1050,1,1,1,1,1
Metallicize|Power Through,Metallicize,Power Through,0,1,0,1.0,1.0,1.0,1361,1,1,1,1,1
Metallicize|Pummel,Metallicize,Pummel,0,0,1,1.0,1.0,1.0,1136,1,1,1,1,1
Metallicize|Disarm,Metallicize,Disarm,0,0,1,1.0,1.0,1.0,1508,1,1,1,1,1
Metallicize|Cleave,Metallicize,Cleave,0,0,1,1.0,1.0,1.0,1355,1,1,1,1,1
Metallicize|Whirlwind,Metallicize,Whirlwind,0,0,1,1.0,1.0,1.0,1292,1,1,1,1,1
Metallicize|Rampage,Metallicize,Rampage,0,0,1,1.0,1.0,1.0,1588,1,1,1,1,1
Metallicize|Dropkick,Metallicize,Dropkick,0,0,1,1.0,1.0,1.0,1316,1,1,1,1,1
Metallicize|Sentinel,Metallicize,Sentinel,0,0,1,1.0,1.0,1.0,1458,1,1,1,1,1
Metallicize|Searing Blow,Metallicize,Searing Blow,0,0,1,1.0,1.0,1.0,1166,1,1,1,1,1
Metallicize|True Grit,Metallicize,True Grit,0,1,0,1.0,1.0,1.0,1045,1,1,1,1,1
Metallicize|Brutality,Metallicize,Brutality,0,0,1,1.0,1.0,1.0,1468,1,1,1,1,1
Metallicize|Bloodletting,Metallicize,Bloodletting,0,0,1,1.0,1.0,1.0,1596,1,1,1,1,1
Metallicize|Reaper,Metallicize,Reaper,-1,0,0,1.0,1.0,1.0,1561,1,1,1,1,1
Metallicize|Iron Wave,Metallicize,Iron Wave,0,0,1,1.0,1.0,1.0,1232,1,1,1,1,1
Metallicize|Sever Soul,Metallicize,Sever Soul,0,-1,0,1.0,1.0,1.0,1283,1,1,1,1,1
Metallicize|Anger,Metallicize,Anger,0,0,1,1.0,1.0,1.0,1182,1,1,1,1,1
Metallicize|Sword Boomerang,Metallicize,Sword Boomerang,0,0,1,1.0,1.0,1.0,1265,1,1,1,1,1
Metallicize|Ghostly Armor,Metallicize,Ghostly Armor,0,1,0,1.0,1.0,1.0,1226,1,1,1,1,1
Metallicize|Clothesline,Metallicize,Clothesline,0,1,0,1.0,1.0,1.0,1347,1,1,1,1,1
Metallicize|Limit Break,Metallicize,Limit Break,0,0,1,1.0,1.0,1.0,1283,1,1,1,1,1
Metallicize|Clash,Metallicize,Clash,0,0,1,1.0,1.0,1.0,1315,1,1,1,1,1
Metallicize|Fire Breathing,Metallicize,Fire Breathing,0,0,1,1.0,1.0,1.0,1164,1,1,1,1,1
Metallicize|Fiend Fire,Metallicize,Fiend Fire,0,-1,0,1.0,1.0,1.0,1523,1,1,1,1,1
Metallicize|Shockwave,Metallicize,Shockwave,0,0,1,1.0,1.0,1.0,1551,1,1,1,1,1
Metallicize|Rage,Metallicize,Rage,0,1,0,1.0,1.0,1.0,1293,1,1,1,1,1
Metallicize|Offering,Metallicize,Offering,0,0,1,1.0,1.0,1.0,1384,1,1,1,1,1
Metallicize|Pommel Strike,Metallicize,Pommel Strike,0,0,1,1.0,1.0,1.0,1185,1,1,1,1,1
Metallicize|Carnage,Metallicize,Carnage,0,0,1,1.0,1.0,1.0,1427,1,1,1,1,1
Metallicize|Inflame,Metallicize,Inflame,0,0,1,1.0,1.0,1.0,1290,1,1,1,1,1
Metallicize|Burning Pact,Metallicize,Burning Pact,0,0,1,1.0,1.0,1.0,1156,1,1,1,1,1
Metallicize|Reckless Charge,Metallicize,Reckless Charge,0,0,1,1.0,1.0,1.0,1193,1,1,1,1,1
Metallicize|Blood for Blood,Metallicize,Blood for Blood,-1,0,0,1.0,1.0,1.0,1360,1,1,1,1,1
Metallicize|Metallicize,Metallicize,Metallicize,0,1,0,1.0,1.0,1.0,1080,1,1,1,1,1
Metallicize|Feed,Metallicize,Feed,0,0,1,1.0,1.0,1.0,1364,1,1,1,1,1
Metallicize|Uppercut,Metallicize,Uppercut,0,0,1,1.0,1.0,1.0,1248,1,1,1,1,1
Metallicize|Headbutt,Metallicize,Headbutt,0,0,1,1.0,1.0,1.0,1468,1,1,1,1,1
Metallicize|Dual Wield,Metallicize,Dual Wield,0,0,1,1.0,1.0,1.0,1499,1,1,1,1,1
Metallicize|Impervious,Metallicize,Impervious,0,1,0,1.0,1.0,1.0,1348,1,1,1,1,1
Metallicize|Barricade,Metallicize,Barricade,1,1,1,1.0,1.0,1.0,1094,1,1,1,1,1
Metallicize|Double Tap,Metallicize,Double Tap,0,0,1,1.0,1.0,1.0,1218,1,1,1,1,1
Metallicize|Flame Barrier,Metallicize,Flame Barrier,0,1,0,1.0,1.0,1.0,1409,1,1,1,1,1
Metallicize|Dark Embrace,Metallicize,Dark Embrace,0,0,1,1.0,1.0,1.0,1236,1,1,1,1,1
Metallicize|Defend,Metallicize,Defend,0,1,0,1.0,1.0,1.0,1116,1,1,1,1,1
Metallicize|Seeing Red,Metallicize,Seeing Red,0,0,1,1.0,1.0,1.0,1060,1,1,1,1,1
Metallicize|Warcry,Metallicize,Warcry,0,0,1,1.0,1.0,1.0,1395,1,1,1,1,1
Metallicize|Strike,Metallicize,Strike,0,0,1,1.0,1.0,1.0,1002,1,1,1,1,1
Metallicize|Battle Trance,Metallicize,Battle Trance,0,0,1,1.0,1.0,1.0,1365,1,1,1,1,1
Metallicize|Twin Strike,Metallicize,Twin Strike,0,1,0,1.0,1.0,1.0,1356,1,1,1,1,1
Metallicize|Berserk,Metallicize,Berserk,0,1,0,1.0,1.0,1.0,1263,1,1,1,1,1
Metallicize|Juggernaut,Metallicize,Juggernaut,0,1,0,1.0,1.0,1.0,1116,1,1,1,1,1
Metallicize|Perfected Strike,Metallicize,Perfected Strike,0,0,1,1.0,1.0,1.0,1262,1,1,1,1,1
Metallicize|Second Wind,Metallicize,Second Wind,0,1,0,1.0,1.0,1.0,1368,1,1,1,1,1
Feed|Armaments,Feed,Armaments,0,0,1,1.0,1.0,1.0,1443,1,1,1,1,1
Feed|Corruption,Feed,Corruption,0,0,1,1.0,1.0,1.0,1745,1,1,1,1,1
Feed|Havoc,Feed,Havoc,0,0,1,1.0,1.0,1.0,1893,1,1,1,1,1
Feed|Bash,Feed,Bash,0,1,0,1.0,1.0,1.0,1265,1,1,1,1,1
Feed|Feel No Pain,Feed,Feel No Pain,0,1,0,1.0,1.0,1.0,1201,1,1,1,1,1
Feed|Bludgeon,Feed,Bludgeon,0,1,0,1.0,1.0,1.0,1472,1,1,1,1,1
Feed|Combust,Feed,Combust,0,1,0,1.0,1.0,1.0,1272,1,1,1,1,1
Feed|Heavy Blade,Feed,Heavy Blade,0,1,0,1.0,1.0,1.0,1587,1,1,1,1,1
Feed|Immolate,Feed,Immolate,0,0,1,1.0,1.0,1.0,1613,1,1,1,1,1
Feed|Demon Form,Feed,Demon Form,0,0,1,1.0,1.0,1.0,1442,1,1,1,1,1
Feed|Evolve,Feed,Evolve,0,0,1,1.0,1.0,1.0,1503,1,1,1,1,1
Feed|Intimidate,Feed,Intimidate,0,0,1,1.0,1.0,1.0,1361,1,1,1,1,1
Feed|Rupture,Feed,Rupture,0,0,1,1.0,1.0,1.0,1295,1,1,1,1,1
Feed|Thunderclap,Feed,Thunderclap,0,0,1,1.0,1.0,1.0,1517,1,1,1,1,1
Feed|Flex,Feed,Flex,0,0,1,1.0,1.0,1.0,1610,1,1,1,1,1
Feed|Wild Strike,Feed,Wild Strike,0,0,1,1.0,1.0,1.0,1540,1,1,1,1,1
Feed|Body Slam,Feed,Body Slam,0,1,0,1.0,1.0,1.0,1585,1,1,1,1,1
Feed|Entrench,Feed,Entrench,0,0,1,1.0,1.0,1.0,1366,1,1,1,1,1
Feed|Spot Weakness,Feed,Spot Weakness,0,0,1,1.0,1.0,1.0,1402,1,1,1,1,1
Feed|Exhume,Feed,Exhume,1,0,0,1.0,1.0,1.0,1714,1,1,1,1,1
Feed|Hemokinesis,Feed,Hemokinesis,0,1,0,1.0,1.0,1.0,1987,1,1,1,1,1
Feed|Infernal Blade,Feed,Infernal Blade,0,0,1,1.0,1.0,1.0,1415,1,1,1,1,1
Feed|Shrug it Off,Feed,Shrug it Off,0,1,0,1.0,1.0,1.0,1587,1,1,1,1,1
Feed|Power Through,Feed,Power Through,0,-1,0,1.0,1.0,1.0,1745,1,1,1,1,1
Feed|Pummel,Feed,Pummel,0,1,0,1.0,1.0,1.0,1510,1,1,1,1,1
Feed|Disarm,Feed,Disarm,0,1,0,1.0,1.0,1.0,1574,1,1,1,1,1
Feed|Cleave,Feed,Cleave,0,1,0,1.0,1.0,1.0,1299,1,1,1,1,1
Feed|Whirlwind,Feed,Whirlwind,0,0,1,1.0,1.0,1.0,1628,1,1,1,1,1
Feed|Rampage,Feed,Rampage,0,1,0,1.0,1.0,1.0,1880,1,1,1,1,1
Feed|Dropkick,Feed,Dropkick,0,0,1,1.0,1.0,1.0,1537,1,1,1,1,1
Feed|Sentinel,Feed,Sentinel,0,1,0,1.0,1.0,1.0,1429,1,1,1,1,1
Feed|Searing Blow,Feed,Searing Blow,0,0,1,1.0,1.0,1.0,1325,1,1,1,1,1
Feed|True Grit,Feed,True Grit,0,0,1,1.0,1.0,1.0,1326,1,1,1,1,1
Feed|Brutality,Feed,Brutality,0,1,0,1.0,1.0,1.0,1760,1,1,1,1,1
Feed|Bloodletting,Feed,Bloodletting,0,0,1,1.0,1.0,1.0,1378,1,1,1,1,1
Feed|Reaper,Feed,Reaper,0,1,0,1.0,1.0,1.0,1772,1,1,1,1,1
Feed|Iron Wave,Feed,Iron Wave,0,1,0,1.0,1.0,1.0,1700,1,1,1,1,1
Feed|Sever Soul,Feed,Sever Soul,0,0,1,1.0,1.0,1.0,1508,1,1,1,1,1
Feed|Anger,Feed,Anger,0,0,1,1.0,1.0,1.0,1445,1,1,1,1,1
Feed|Sword Boomerang,Feed,Sword Boomerang,0,0,1,1.0,1.0,1.0,1660,1,1,1,1,1
Feed|Ghostly Armor,Feed,Ghostly Armor,0,0,1,1.0,1.0,1.0,1582,1,1,1,1,1
Feed|Clothesline,Feed,Clothesline,0,1,0,1.0,1.0,1.0,1501,1,1,1,1,1
Feed|Limit Break,Feed,Limit Break,0,0,1,1.0,1.0,1.0,1202,1,1,1,1,1
Feed|Clash,Feed,Clash,0,1,0,1.0,1.0,1.0,1572,1,1,1,1,1
Feed|Fire Breathing,Feed,Fire Breathing,0,0,1,1.0,1.0,1.0,1617,1,1,1,1,1
Feed|Fiend Fire,Feed,Fiend Fire,0,0,1,1.0,1.0,1.0,1694,1,1,1,1,1
Feed|Shockwave,Feed,Shockwave,0,1,0,1.0,1.0,1.0,1711,1,1,1,1,1
Feed|Rage,Feed,Rage,0,1,0,1.0,1.0,1.0,1836,1,1,1,1,1
Feed|Offering,Feed,Offering,0,0,1,1.0,1.0,1.0,1709,1,1,1,1,1
Feed|Pommel Strike,Feed,Pommel Strike,0,0,1,1.0,1.0,1.0,1209,1,1,1,1,1
Feed|Carnage,Feed,Carnage,0,0,1,1.0,1.0,1.0,1455,1,1,1,1,1
Feed|Inflame,Feed,Inflame,0,0,1,1.0,1.0,1.0,1533,1,1,1,1,1
Feed|Burning Pact,Feed,Burning Pact,0,0,1,1.0,1.0,1.0,1611,1,1,1,1,1
Feed|Reckless Charge,Feed,Reckless Charge,0,1,0,1.0,1.0,1.0,1462,1,1,1,1,1
Feed|Blood for Blood,Feed,Blood for Blood,0,0,1,1.0,1.0,1.0,1546,1,1,1,1,1
Feed|Metallicize,Feed,Metallicize,0,0,1,1.0,1.0,1.0,1275,1,1,1,1,1
Feed|Feed,Feed,Feed,0,1,0,1.0,1.0,1.0,1605,1,1,1,1,1
Feed|Uppercut,Feed,Uppercut,0,1,0,1.0,1.0,1.0,1858,1,1,1,1,1
